"id","Date","Open","High","Low","Adj Close","Volume","Close","Tickers"
,"2021-06-29",598,598,591,557.6752319335938,28659610,595,"2330.TW"
,"2021-06-30",599,599,595,557.6752319335938,24883853,595,"2330.TW"
,"2021-07-01",596,597,591,555.80078125,18250994,593,"2330.TW"
,"2021-07-02",590,593,587,551.114501953125,18322419,588,"2330.TW"
,"2021-07-05",588,597,588,553.92626953125,28836816,591,"2330.TW"
,"2021-07-06",595,596,589,554.8634643554688,12997112,592,"2330.TW"
,"2021-07-07",590,594,588,556.738037109375,16966158,594,"2330.TW"
,"2021-07-08",595,595,588,551.114501953125,21140426,588,"2330.TW"
,"2021-07-09",582,585,580,547.3653564453125,29029415,584,"2330.TW"
,"2021-07-12",595,597,590,555.80078125,31304547,593,"2330.TW"
,"2021-07-13",600,608,599,568.9225463867188,52540315,607,"2330.TW"
,"2021-07-14",613,615,608,574.5462646484375,38418875,613,"2330.TW"
,"2021-07-15",613,614,608,575.4834594726562,22012834,614,"2330.TW"
,"2021-07-16",591,595,588,552.0516357421875,57970545,589,"2330.TW"
,"2021-07-19",583,584,578,545.4908447265625,40644341,582,"2330.TW"
,"2021-07-20",579,584,579,544.5535278320312,15354333,581,"2330.TW"
,"2021-07-21",586,586,580,548.3026733398438,25828732,585,"2330.TW"
,"2021-07-22",589,594,587,553.92626953125,26058172,591,"2330.TW"
,"2021-07-23",592,592,583,548.3026733398438,15271451,585,"2330.TW"
,"2021-07-26",591,591,580,543.6162719726562,21619179,580,"2330.TW"
,"2021-07-27",581,584,580,543.6162719726562,17785992,580,"2330.TW"
,"2021-07-28",576,579,573,542.678955078125,36158305,579,"2330.TW"
,"2021-07-29",585,585,577,546.4281616210938,23224896,583,"2330.TW"
,"2021-07-30",581,582,578,543.6162719726562,18999281,580,"2330.TW"
,"2021-08-02",583,590,580,552.9889526367188,23482491,590,"2330.TW"
,"2021-08-03",594,594,590,556.738037109375,22747702,594,"2330.TW"
,"2021-08-04",598,598,594,558.6126098632812,20313271,596,"2330.TW"
,"2021-08-05",598,598,593,558.6126098632812,15116242,596,"2330.TW"
,"2021-08-06",596,596,588,553.92626953125,13687213,591,"2330.TW"
,"2021-08-09",590,595,583,557.6752319335938,17390951,595,"2330.TW"
,"2021-08-10",596,596,589,553.92626953125,17190865,591,"2330.TW"
,"2021-08-11",590,590,585,552.9889526367188,19969687,590,"2330.TW"
,"2021-08-12",586,588,584,549.2399291992188,15444622,586,"2330.TW"
,"2021-08-13",585,585,579,544.5535278320312,22524428,581,"2330.TW"
,"2021-08-16",582,586,578,547.3653564453125,19315705,584,"2330.TW"
,"2021-08-17",584,584,584,547.3653564453125,0,584,"2330.TW"
,"2021-08-18",568,575,566,537.9927368164062,43716164,574,"2330.TW"
,"2021-08-19",573,573,559,523.9336547851562,38868947,559,"2330.TW"
,"2021-08-20",560,563,551,517.3727416992188,45614061,552,"2330.TW"
,"2021-08-23",560,572,559,530.4945678710938,33685159,566,"2330.TW"
,"2021-08-24",574,575,571,536.1181030273438,24844800,572,"2330.TW"
,"2021-08-25",579,585,574,548.3026733398438,27504657,585,"2330.TW"
,"2021-08-26",601,603,591,556.738037109375,43822008,594,"2330.TW"
,"2021-08-27",596,600,593,561.4244384765625,27105651,599,"2330.TW"
,"2021-08-30",602,605,599,567.0480346679688,36575609,605,"2330.TW"
,"2021-08-31",604,614,598,575.4834594726562,52721470,614,"2330.TW"
,"2021-09-01",614,614,608,574.5462646484375,30092045,613,"2330.TW"
,"2021-09-02",613,615,607,568.9225463867188,24112463,607,"2330.TW"
,"2021-09-03",610,620,610,581.1070556640625,51562454,620,"2330.TW"
,"2021-09-06",623,638,621,591.4170532226562,55589014,631,"2330.TW"
,"2021-09-07",634,634,623,583.9189453125,26526056,623,"2330.TW"
,"2021-09-08",622,627,612,580.1697387695312,37817737,619,"2330.TW"
,"2021-09-09",612,620,610,580.1697387695312,18735512,619,"2330.TW"
,"2021-09-10",615,623,614,582.9815673828125,16304725,622,"2330.TW"
,"2021-09-13",619,620,613,576.4208374023438,15198774,615,"2330.TW"
,"2021-09-14",618,618,612,574.5462646484375,14441901,613,"2330.TW"
,"2021-09-15",610,613,607,568.9225463867188,23433501,607,"2330.TW"
,"2021-09-16",603,607,599,564.9210815429688,22467022,600,"2330.TW"
,"2021-09-17",600,610,599,564.9210815429688,40717715,600,"2330.TW"
,"2021-09-22",586,589,583,551.7393798828125,40642293,586,"2330.TW"
,"2021-09-23",588,593,588,553.6226196289062,21696296,588,"2330.TW"
,"2021-09-24",591,598,590,563.0380859375,16736973,598,"2330.TW"
,"2021-09-27",600,602,593,566.8041381835938,19464241,602,"2330.TW"
,"2021-09-28",595,596,592,559.2718505859375,16707080,594,"2330.TW"
,"2021-09-29",580,583,577,546.09033203125,49310524,580,"2330.TW"
,"2021-09-30",580,585,575,546.09033203125,30465107,580,"2330.TW"
,"2021-10-01",579,579,571,540.4411010742188,36704493,574,"2330.TW"
,"2021-10-04",574,575,569,538.55810546875,20957803,572,"2330.TW"
,"2021-10-05",562,572,560,538.55810546875,33824024,572,"2330.TW"
,"2021-10-06",573,574,565,537.616455078125,32508846,571,"2330.TW"
,"2021-10-07",575,582,572,546.09033203125,27933054,580,"2330.TW"
,"2021-10-08",582,583,573,541.3826293945312,18279079,575,"2330.TW"
,"2021-10-12",570,575,564,541.3826293945312,26522907,575,"2330.TW"
,"2021-10-13",572,575,570,537.616455078125,18914374,571,"2330.TW"
,"2021-10-14",579,579,573,539.4996337890625,13916927,573,"2330.TW"
,"2021-10-15",592,600,586,564.9210815429688,53150216,600,"2330.TW"
,"2021-10-18",604,604,590,555.505615234375,19158568,590,"2330.TW"
,"2021-10-19",598,600,593,564.9210815429688,17386359,600,"2330.TW"
,"2021-10-20",603,604,597,563.0380859375,16372520,598,"2330.TW"
,"2021-10-21",602,603,595,561.1549682617188,16169014,596,"2330.TW"
,"2021-10-22",600,602,594,564.9210815429688,13995403,600,"2330.TW"
,"2021-10-25",597,597,590,558.3304443359375,16785568,593,"2330.TW"
,"2021-10-26",595,600,593,563.9795532226562,19998808,599,"2330.TW"
,"2021-10-27",598,599,594,563.9795532226562,14961858,599,"2330.TW"
,"2021-10-28",598,598,591,560.2133178710938,16570044,595,"2330.TW"
,"2021-10-29",595,596,589,555.505615234375,25763960,590,"2330.TW"
,"2021-11-01",591,593,590,555.505615234375,16089351,590,"2330.TW"
,"2021-11-02",594,597,590,557.3888549804688,15192404,592,"2330.TW"
,"2021-11-03",597,597,592,557.3888549804688,10224009,592,"2330.TW"
,"2021-11-04",592,594,585,552.6810913085938,17932145,587,"2330.TW"
,"2021-11-05",598,600,595,564.9210815429688,33270827,600,"2330.TW"
,"2021-11-08",600,602,598,566.8041381835938,19752355,602,"2330.TW"
,"2021-11-09",611,617,610,575.27783203125,39538660,611,"2330.TW"
,"2021-11-10",611,612,608,576.2194213867188,16027674,612,"2330.TW"
,"2021-11-11",600,606,600,570.5703125,18463848,606,"2330.TW"
,"2021-11-12",610,611,602,568.6871948242188,15821327,604,"2330.TW"
,"2021-11-15",609,611,607,572.4533081054688,15551452,608,"2330.TW"
,"2021-11-16",612,612,608,574.3363037109375,20917108,610,"2330.TW"
,"2021-11-17",615,615,608,574.3363037109375,19717852,610,"2330.TW"
,"2021-11-18",613,614,607,577.1610107421875,20030651,613,"2330.TW"
,"2021-11-19",622,623,617,581.8687133789062,35554348,618,"2330.TW"
,"2021-11-22",618,618,615,579.0440673828125,20312168,615,"2330.TW"
,"2021-11-23",615,615,611,576.2194213867188,19431694,612,"2330.TW"
,"2021-11-24",612,612,602,567.7457275390625,20391940,603,"2330.TW"
,"2021-11-25",605,607,601,567.7457275390625,11888265,603,"2330.TW"
,"2021-11-26",598,601,592,561.1549682617188,26588102,596,"2330.TW"
,"2021-11-29",594,598,591,558.3304443359375,23379558,593,"2330.TW"
,"2021-11-30",597,600,591,561.1549682617188,62021697,596,"2330.TW"
,"2021-12-01",596,603,594,564.9210815429688,21403404,600,"2330.TW"
,"2021-12-02",605,615,602,579.0440673828125,45125742,615,"2330.TW"
,"2021-12-03",614,614,606,572.4533081054688,23045832,608,"2330.TW"
,"2021-12-06",603,609,600,564.9210815429688,23589363,600,"2330.TW"
,"2021-12-07",602,607,597,571.5118408203125,18606530,607,"2330.TW"
,"2021-12-08",614,614,602,566.8041381835938,20801543,602,"2330.TW"
,"2021-12-09",606,608,602,572.4533081054688,11039070,608,"2330.TW"
,"2021-12-10",605,608,602,569.6287231445312,10497451,605,"2330.TW"
,"2021-12-13",609,610,601,565.8626098632812,17711657,601,"2330.TW"
,"2021-12-14",598,600,597,563.9795532226562,22579034,599,"2330.TW"
,"2021-12-15",597,601,596,564.9210815429688,21827730,600,"2330.TW"
,"2021-12-16",605,605,601,572.2515258789062,21809022,605,"2330.TW"
,"2021-12-17",601,607,599,574.143310546875,24105733,607,"2330.TW"
,"2021-12-20",607,607,598,565.6304321289062,21381070,598,"2330.TW"
,"2021-12-21",597,600,595,564.6845703125,17001461,597,"2330.TW"
,"2021-12-22",598,601,598,567.522216796875,9831802,600,"2330.TW"
,"2021-12-23",607,608,602,573.1974487304688,16654439,606,"2330.TW"
,"2021-12-24",606,609,604,571.3056640625,11059689,604,"2330.TW"
,"2021-12-27",604,610,604,573.1974487304688,16259872,606,"2330.TW"
,"2021-12-28",610,615,610,581.7102661132812,33892718,615,"2330.TW"
,"2021-12-29",615,619,614,582.656005859375,24518766,616,"2330.TW"
,"2021-12-30",619,620,615,581.7102661132812,19681276,615,"2330.TW"
,"2022-01-03",619,632,618,596.84423828125,69089158,631,"2330.TW"
,"2022-01-04",645,656,644,620.4909057617188,79434666,656,"2330.TW"
,"2022-01-05",669,669,646,614.8157348632812,69593809,650,"2330.TW"
,"2022-01-06",638,646,636,609.1404418945312,53210211,644,"2330.TW"
,"2022-01-07",643,646,632,599.6817626953125,38249908,634,"2330.TW"
,"2022-01-10",628,645,627,608.194580078125,38289770,643,"2330.TW"
,"2022-01-11",646,651,639,615.7616577148438,33196585,651,"2330.TW"
,"2022-01-12",657,660,650,624.2744140625,38860063,660,"2330.TW"
,"2022-01-13",658,662,655,625.2202758789062,38137411,661,"2330.TW"
,"2022-01-14",673,673,661,635.6248168945312,95200777,672,"2330.TW"
,"2022-01-17",685,688,678,646.0293579101562,59614236,683,"2330.TW"
,"2022-01-18",678,681,662,626.1661376953125,43593330,662,"2330.TW"
,"2022-01-19",652,660,651,618.5992431640625,40381333,654,"2330.TW"
,"2022-01-20",650,657,646,615.7616577148438,46474584,651,"2330.TW"
,"2022-01-21",644,646,637,606.3028564453125,49577684,641,"2330.TW"
,"2022-01-24",639,655,637,617.6533203125,47134502,653,"2330.TW"
,"2022-01-25",643,645,638,606.3028564453125,52318736,641,"2330.TW"
,"2022-01-26",635,641,635,601.5735473632812,29957189,636,"2330.TW"
,"2022-02-07",644,644,631,600.627685546875,56836469,635,"2330.TW"
,"2022-02-08",645,645,628,594.0065307617188,39718217,628,"2330.TW"
,"2022-02-09",635,637,630,598.7359008789062,30048791,633,"2330.TW"
,"2022-02-10",639,649,637,613.869873046875,34587133,649,"2330.TW"
,"2022-02-11",646,650,642,614.8157348632812,26723278,650,"2330.TW"
,"2022-02-14",640,641,635,602.5193481445312,27826382,637,"2330.TW"
,"2022-02-15",633,639,633,598.7359008789062,21970460,633,"2330.TW"
,"2022-02-16",645,646,640,611.0322265625,25191741,646,"2330.TW"
,"2022-02-17",644,646,641,610.08642578125,18135080,645,"2330.TW"
,"2022-02-18",638,639,636,602.5193481445312,20804191,637,"2330.TW"
,"2022-02-21",633,636,632,597.7899780273438,23797502,632,"2330.TW"
,"2022-02-22",628,630,625,593.0606079101562,34086593,627,"2330.TW"
,"2022-02-23",624,629,623,591.1688842773438,31953054,625,"2330.TW"
,"2022-02-24",618,619,604,571.3056640625,73663161,604,"2330.TW"
,"2022-02-25",600,609,600,571.3056640625,89012516,604,"2330.TW"
,"2022-03-01",599,610,599,571.3056640625,66720867,604,"2330.TW"
,"2022-03-02",601,605,600,568.4681396484375,40693457,601,"2330.TW"
,"2022-03-03",603,607,601,569.4140014648438,33792420,602,"2330.TW"
,"2022-03-04",595,597,592,562.7929077148438,55917115,595,"2330.TW"
,"2022-03-07",580,581,575,544.8212890625,86496560,576,"2330.TW"
,"2022-03-08",561,570,561,532.5249633789062,79029914,563,"2330.TW"
,"2022-03-09",567,573,567,537.2543334960938,52155415,568,"2330.TW"
,"2022-03-10",585,589,582,555.2259521484375,45630467,587,"2330.TW"
,"2022-03-11",581,582,574,543.8754272460938,38943098,575,"2330.TW"
,"2022-03-14",574,577,572,541.037841796875,33919577,572,"2330.TW"
,"2022-03-15",562,563,558,527.795654296875,74092231,558,"2330.TW"
,"2022-03-16",564,565,555,530.4095458984375,43438327,558,"2330.TW"
,"2022-03-17",578,583,575,553.2230224609375,60959900,582,"2330.TW"
,"2022-03-18",582,582,576,552.2723388671875,46242430,581,"2330.TW"
,"2022-03-21",583,589,583,557.0250854492188,21400273,586,"2330.TW"
,"2022-03-22",577,586,577,554.1734619140625,20246949,583,"2330.TW"
,"2022-03-23",590,590,586,560.827392578125,25902069,590,"2330.TW"
,"2022-03-24",587,592,585,561.7779541015625,20060758,591,"2330.TW"
,"2022-03-25",597,598,595,568.4318237304688,26122381,598,"2330.TW"
,"2022-03-28",581,586,580,555.1240844726562,26391576,584,"2330.TW"
,"2022-03-29",586,589,584,559.8768920898438,14892032,589,"2330.TW"
,"2022-03-30",599,600,597,570.3330078125,41230239,600,"2330.TW"
,"2022-03-31",602,602,594,567.4813232421875,22700114,597,"2330.TW"
,"2022-04-01",585,589,584,559.8768920898438,29732696,589,"2330.TW"
,"2022-04-06",578,580,575,549.4207763671875,37645873,578,"2330.TW"
,"2022-04-07",571,573,566,538.0140991210938,42904743,566,"2330.TW"
,"2022-04-08",567,570,566,538.9646606445312,28024587,567,"2330.TW"
,"2022-04-11",563,566,558,530.4095458984375,36820094,558,"2330.TW"
,"2022-04-12",554,564,552,529.4591064453125,30671407,557,"2330.TW"
,"2022-04-13",564,576,563,544.66796875,35865970,573,"2330.TW"
,"2022-04-14",577,578,573,544.66796875,19056590,573,"2330.TW"
,"2022-04-15",562,566,561,534.2118530273438,28253360,562,"2330.TW"
,"2022-04-18",559,566,558,533.2612915039062,15800959,561,"2330.TW"
,"2022-04-19",566,569,563,537.0634765625,16614705,565,"2330.TW"
,"2022-04-20",570,570,562,541.8162841796875,27606307,570,"2330.TW"
,"2022-04-21",571,571,565,537.0634765625,18383650,565,"2330.TW"
,"2022-04-22",558,559,557,530.4095458984375,29283846,558,"2330.TW"
,"2022-04-25",550,552,546,519.9534912109375,43389591,547,"2330.TW"
,"2022-04-26",550,551,544,519.0029907226562,35825421,546,"2330.TW"
,"2022-04-27",530,532,526,499.9919128417969,55941533,526,"2330.TW"
,"2022-04-28",530,532,523,504.74468994140625,45380836,531,"2330.TW"
,"2022-04-29",547,547,535,511.3985595703125,36664644,538,"2330.TW"
,"2022-05-03",538,540,530,504.74468994140625,26317509,531,"2330.TW"
,"2022-05-04",533,537,530,507.5963439941406,16569622,534,"2330.TW"
,"2022-05-05",543,544,539,515.2007446289062,20374772,542,"2330.TW"
,"2022-05-06",528,531,526,501.8930358886719,32467268,528,"2330.TW"
,"2022-05-09",523,524,520,494.28863525390625,23709774,520,"2330.TW"
,"2022-05-10",506,519,505,492.38751220703125,41679907,518,"2330.TW"
,"2022-05-11",518,526,518,495.2391357421875,27157254,521,"2330.TW"
,"2022-05-12",516,518,505,480.0302429199219,32532963,505,"2330.TW"
,"2022-05-13",507,514,506,485.73358154296875,29074177,511,"2330.TW"
,"2022-05-16",521,524,518,494.28863525390625,21163106,520,"2330.TW"
,"2022-05-17",521,533,520,503.79412841796875,24496974,530,"2330.TW"
,"2022-05-18",541,541,534,511.3985595703125,30568176,538,"2330.TW"
,"2022-05-19",523,527,520,496.1896667480469,29019751,522,"2330.TW"
,"2022-05-20",524,532,523,503.79412841796875,22651205,530,"2330.TW"
,"2022-05-23",533,534,528,501.8930358886719,17054170,528,"2330.TW"
,"2022-05-24",530,531,520,494.28863525390625,17802308,520,"2330.TW"
,"2022-05-25",522,529,520,498.0907897949219,22176476,524,"2330.TW"
,"2022-05-26",523,525,513,488.58526611328125,28327403,514,"2330.TW"
,"2022-05-27",524,530,522,503.79412841796875,27866643,530,"2330.TW"
,"2022-05-30",538,547,537,519.9534912109375,34476433,547,"2330.TW"
,"2022-05-31",542,560,540,532.310791015625,72405873,560,"2330.TW"
,"2022-06-01",550,555,548,521.854736328125,29155176,549,"2330.TW"
,"2022-06-02",544,545,540,513.2996215820312,21420890,540,"2330.TW"
,"2022-06-06",541,544,538,513.2996215820312,17615003,540,"2330.TW"
,"2022-06-07",535,538,532,508.5469665527344,19497532,535,"2330.TW"
,"2022-06-08",539,545,538,517.101806640625,18835521,544,"2330.TW"
,"2022-06-09",538,542,537,514.250244140625,16338602,541,"2330.TW"
,"2022-06-10",530,533,529,503.79412841796875,21357130,530,"2330.TW"
,"2022-06-13",518,519,515,490.4863586425781,32854092,516,"2330.TW"
,"2022-06-14",507,514,507,487.6346740722656,36304444,513,"2330.TW"
,"2022-06-15",508,515,508,483.8324890136719,35680283,509,"2330.TW"
,"2022-06-16",515,516,507,485.50494384765625,26909199,508,"2330.TW"
,"2022-06-17",499.5,503,499,478.8149719238281,43566737,501,"2330.TW"
,"2022-06-20",500,502,495,475.94775390625,34209693,498,"2330.TW"
,"2022-06-21",501,505,499,482.6378173828125,33223685,505,"2330.TW"
,"2022-06-22",501,503,494.5,472.6027526855469,31034893,494.5,"2330.TW"
,"2022-06-23",492,493.5,485,464.00128173828125,43548940,485.5,"2330.TW"
,"2022-06-24",489.5,492.5,485.5,464.95697021484375,27911980,486.5,"2330.TW"
,"2022-06-27",496,506,495.5,476.4256591796875,37909718,498.5,"2330.TW"
,"2022-06-28",496,500,496,475.4699401855469,15274062,497.5,"2330.TW"
,"2022-06-29",496,498.5,491,469.2577819824219,30533789,491,"2330.TW"
,"2022-06-30",484.5,486.5,476,454.9219970703125,46311432,476,"2330.TW"
,"2022-07-01",471.5,474,452.5,433.41827392578125,61744377,453.5,"2330.TW"
,"2022-07-04",443,451.5,440,420.51611328125,52445919,440,"2330.TW"
,"2022-07-05",449.5,451.5,433,426.2504577636719,50084244,446,"2330.TW"
,"2022-07-06",442,447.5,435,416.21539306640625,40549763,435.5,"2330.TW"
,"2022-07-07",442,459,438.5,437.2411804199219,48151202,457.5,"2330.TW"
,"2022-07-08",470,470.5,461.5,446.320556640625,37897895,467,"2330.TW"
,"2022-07-11",468,470.5,461,441.54193115234375,21941710,462,"2330.TW"
,"2022-07-12",458,458,449.5,429.5954284667969,23036423,449.5,"2330.TW"
,"2022-07-13",470.5,473,466,449.6655578613281,44035695,470.5,"2330.TW"
,"2022-07-14",466,477.5,463,453.96624755859375,31936258,475,"2330.TW"
,"2022-07-15",481,494,477,470.6913146972656,51846909,492.5,"2330.TW"
,"2022-07-18",495.5,498.5,488.5,473.5584716796875,39179575,495.5,"2330.TW"
,"2022-07-19",487.5,493,486.5,469.2577819824219,19874865,491,"2330.TW"
,"2022-07-20",502,503,491.5,473.08062744140625,35436652,495,"2330.TW"
,"2022-07-21",496,501,494,478.8149719238281,22285593,501,"2330.TW"
,"2022-07-22",505,505,500,480.72637939453125,25216400,503,"2330.TW"
,"2022-07-25",500,503,498,477.3813171386719,15245346,499.5,"2330.TW"
,"2022-07-26",499.5,499.5,491,473.08062744140625,18024265,495,"2330.TW"
,"2022-07-27",494,502,491,479.7706298828125,17166365,502,"2330.TW"
,"2022-07-28",509,509,499,478.8149719238281,33844011,501,"2330.TW"
,"2022-07-29",508,510,504,486.460693359375,29045617,509,"2330.TW"
,"2022-08-01",506,508,500,481.68212890625,24117969,504,"2330.TW"
,"2022-08-02",494,496,488.5,470.2134704589844,39838155,492,"2330.TW"
,"2022-08-03",494,501,493,478.8149719238281,27603474,501,"2330.TW"
,"2022-08-04",499,503,495,477.8592529296875,26027618,500,"2330.TW"
,"2022-08-05",509,516,507,493.1507568359375,32784279,516,"2330.TW"
,"2022-08-08",510,515,509,489.3278503417969,19333128,512,"2330.TW"
,"2022-08-09",507,511,504,487.4163818359375,21164373,510,"2330.TW"
,"2022-08-10",500,503,499.5,477.8592529296875,20861380,500,"2330.TW"
,"2022-08-11",513,514,510,491.23931884765625,23740033,514,"2330.TW"
,"2022-08-12",515,518,514,494.1064147949219,19535923,517,"2330.TW"
,"2022-08-15",520,524,519,499.84075927734375,21273166,523,"2330.TW"
,"2022-08-16",526,526,523,501.752197265625,20720414,525,"2330.TW"
,"2022-08-17",524,527,521,503.6636657714844,27143102,527,"2330.TW"
,"2022-08-18",520,521,519,496.9736328125,17831084,520,"2330.TW"
,"2022-08-19",519,523,517,496.017822265625,14022812,519,"2330.TW"
,"2022-08-22",511,514,510,489.3278503417969,11494000,512,"2330.TW"
,"2022-08-23",503,506,502,481.68212890625,19191108,504,"2330.TW"
,"2022-08-24",504,508,503,480.72637939453125,14363212,503,"2330.TW"
,"2022-08-25",505,510,504,485.50494384765625,9357138,508,"2330.TW"
,"2022-08-26",513,515,511,489.3278503417969,12914846,512,"2330.TW"
,"2022-08-29",497,502,496,476.4256591796875,26590824,498.5,"2330.TW"
,"2022-08-30",497.5,500,496,474.0363464355469,24214535,496,"2330.TW"
,"2022-08-31",492,505,492,482.6378173828125,39357089,505,"2330.TW"
,"2022-09-01",495,495.5,490,468.7798767089844,39168672,490.5,"2330.TW"
,"2022-09-02",488,489.5,485,463.5234680175781,29982959,485,"2330.TW"
,"2022-09-05",485,488,484,464.47918701171875,15903415,486,"2330.TW"
,"2022-09-06",488.5,491.5,486.5,467.3463439941406,16700285,489,"2330.TW"
,"2022-09-07",477,478,472,451.57696533203125,34678562,472.5,"2330.TW"
,"2022-09-08",473,475,472,453.96624755859375,27931552,475,"2330.TW"
,"2022-09-12",485,491,485,464.95697021484375,21597212,486.5,"2330.TW"
,"2022-09-13",495,495,491,471.1691589355469,16507036,493,"2330.TW"
,"2022-09-14",478.5,482.5,476,458.744873046875,22645714,480,"2330.TW"
,"2022-09-15",476,480,476,458.02392578125,23104850,476.5,"2330.TW"
,"2022-09-16",470.5,472,469,453.6983947753906,39087513,472,"2330.TW"
,"2022-09-19",472,473,466.5,448.89227294921875,17182380,467,"2330.TW"
,"2022-09-20",470.5,478,470,458.02392578125,19842582,476.5,"2330.TW"
,"2022-09-21",473.5,475.5,468.5,452.7371826171875,24154633,471,"2330.TW"
,"2022-09-22",462,468,459,446.4891662597656,29702508,464.5,"2330.TW"
,"2022-09-23",458.5,460.5,455,437.3575439453125,29757787,455,"2330.TW"
,"2022-09-26",443,454,443,429.1871643066406,32342267,446.5,"2330.TW"
,"2022-09-27",449,451.5,446,430.62896728515625,24961404,448,"2330.TW"
,"2022-09-28",447,449,438,421.0166931152344,34402652,438,"2330.TW"
,"2022-09-29",443,443.5,432,418.1330871582031,41094780,435,"2330.TW"
,"2022-09-30",424.5,427.5,422,405.6371154785156,48266800,422,"2330.TW"
,"2022-10-03",418.5,424.5,416.5,400.83099365234375,36044395,417,"2330.TW"
,"2022-10-04",429.5,432,427,412.36572265625,40375000,429,"2330.TW"
,"2022-10-05",444.5,451,442,427.74530029296875,46496536,445,"2330.TW"
,"2022-10-06",450.5,451,447,433.5126647949219,30331834,451,"2330.TW"
,"2022-10-07",448.5,448.5,437,421.0166931152344,31941781,438,"2330.TW"
,"2022-10-11",408,412.5,401,385.9320068359375,95793819,401.5,"2330.TW"
,"2022-10-12",397,400,395.5,382.08709716796875,53570085,397.5,"2330.TW"
,"2022-10-13",400.5,403,395,379.6840515136719,38046284,395,"2330.TW"
,"2022-10-14",414.5,416,409,396.0248107910156,54504366,412,"2330.TW"
,"2022-10-17",400,403.5,396,381.6064758300781,41512192,397,"2330.TW"
,"2022-10-18",406.5,407,399.5,391.21875,40093216,407,"2330.TW"
,"2022-10-19",404,405,395.5,380.1646728515625,46385177,395.5,"2330.TW"
,"2022-10-20",391,397.5,386,382.08709716796875,52938069,397.5,"2330.TW"
,"2022-10-21",395.5,398.5,389.5,374.3973083496094,35923505,389.5,"2330.TW"
,"2022-10-24",395,397.5,387,371.9942321777344,46714078,387,"2330.TW"
,"2022-10-25",380,382.5,371,356.6146240234375,76416687,371,"2330.TW"
,"2022-10-26",370.5,379,370,361.4207458496094,58850484,376,"2330.TW"
,"2022-10-27",384.5,389,382.5,370.5523681640625,45684455,385.5,"2330.TW"
,"2022-10-28",379.5,382,375,364.7850341796875,40184472,379.5,"2330.TW"
,"2022-10-31",386,390,381,374.8779602050781,38409054,390,"2330.TW"
,"2022-11-01",388.5,393,386,376.31976318359375,41426496,391.5,"2330.TW"
,"2022-11-02",391,395,388.5,379.6840515136719,22535650,395,"2330.TW"
,"2022-11-03",385,387,383.5,369.1105651855469,39731333,384,"2330.TW"
,"2022-11-04",381,384.5,378.5,367.1881103515625,28397417,382,"2330.TW"
,"2022-11-07",390,393,387,374.8779602050781,35387706,390,"2330.TW"
,"2022-11-08",395,399.5,394,383.5289611816406,31838223,399,"2330.TW"
,"2022-11-09",403.5,417,403.5,400.83099365234375,52260831,417,"2330.TW"
,"2022-11-10",409,411.5,406,391.6993713378906,32044942,407.5,"2330.TW"
,"2022-11-11",441.5,442,435,424.3810729980469,80016195,441.5,"2330.TW"
,"2022-11-14",450,450,441.5,427.74530029296875,61933190,445,"2330.TW"
,"2022-11-15",465,487,462,461.3882141113281,113379796,480,"2330.TW"
,"2022-11-16",491.5,494,481.5,468.11676025390625,85726375,487,"2330.TW"
,"2022-11-17",482.5,485,475,466.1943359375,45144984,485,"2330.TW"
,"2022-11-18",491.5,494,486,468.11676025390625,35859717,487,"2330.TW"
,"2022-11-21",487.5,489.5,480.5,463.3106994628906,29710180,482,"2330.TW"
,"2022-11-22",476,491,476,471.9616394042969,37343127,491,"2330.TW"
,"2022-11-23",494.5,496,488.5,472.92291259765625,33475337,492,"2330.TW"
,"2022-11-24",494,496,492,476.767822265625,27396552,496,"2330.TW"
,"2022-11-25",494,498,494,478.6902770996094,39949969,498,"2330.TW"
,"2022-11-28",486,490,480.5,461.86883544921875,38926919,480.5,"2330.TW"
,"2022-11-29",473.5,488,473,468.11676025390625,38182197,487,"2330.TW"
,"2022-11-30",483,490,482.5,471.0004577636719,57111603,490,"2330.TW"
,"2022-12-01",506,508,498.5,479.1708679199219,41746878,498.5,"2330.TW"
,"2022-12-02",490,497,490,473.4035339355469,28319679,492.5,"2330.TW"
,"2022-12-05",491.5,497.5,489,470.0392761230469,28360444,489,"2330.TW"
,"2022-12-06",488,489,478,459.46575927734375,40561068,478,"2330.TW"
,"2022-12-07",477,485.5,475,456.5820617675781,36563503,475,"2330.TW"
,"2022-12-08",475,475,467,453.21783447265625,27238567,471.5,"2330.TW"
,"2022-12-09",478,484.5,476,462.830078125,25915337,481.5,"2330.TW"
,"2022-12-12",476.5,478,473.5,456.5820617675781,20973334,475,"2330.TW"
,"2022-12-13",473,476,471,453.21783447265625,33272826,471.5,"2330.TW"
,"2022-12-14",472,480.5,472,461.86883544921875,30636639,480.5,"2330.TW"
,"2022-12-15",476,481.5,474.5,464.52740478515625,24222008,480.5,"2330.TW"
,"2022-12-16",466.5,471,465.5,455.34320068359375,47601400,471,"2330.TW"
,"2022-12-19",466.5,469.5,465,450.9928283691406,21075559,466.5,"2330.TW"
,"2022-12-20",465,467,455,442.2919616699219,31139235,457.5,"2330.TW"
,"2022-12-21",460,463,457,443.7420654296875,36182644,459,"2330.TW"
,"2022-12-22",466.5,469,464,452.44293212890625,14047382,468,"2330.TW"
,"2022-12-23",457.5,458.5,455,439.8750305175781,24927413,455,"2330.TW"
