sitename,lon,lat,address,city,dist
小北百貨新市店站,120.293498,23.075334,台灣台南市新市區仁愛街222號,台南市,區
中油彰化加油站,120.553863,24.084911,台灣彰化縣彰化市中山路三段29號,彰化縣,彰化市
中油中新加油站,121.126583,25.017071,台灣桃園市觀音區中山路二段236號,桃園市,觀音區
全家蘆竹吉林店站(多站),121.29606,25.05134,台灣桃園市蘆竹區吉林路2號,桃園市,蘆竹區
全聯鳳山保華一店站,120.346931,22.589357,台灣高雄市鳳山區保華一路208號,高雄市,鳳山區
中油竹塘加油站,120.429197,23.857975,台灣彰化縣竹塘鄉竹林路一段165號,彰化縣,竹塘鄉
臺中市廣停停車場站(多站),120.666014,24.154776,台灣台中市北區博館二街18號,台中市,北區
啄木鳥藥局埔里店站(多站),120.953626,23.969633,台灣南投縣埔里鎮中山路三段467號,南投縣,埔里鎮
台北捷運昆陽站(多站),121.594706,25.050816,台灣台北市南港區忠孝東路481號,台北市,南港區
喜互惠和平店站,121.766318,24.823656,台灣宜蘭縣礁溪鄉和平路120號,宜蘭縣,礁溪鄉
中油喜樹加油站,120.179956,22.946138,台灣台南市南區喜樹路61號,台南市,南區
全家林園鳳林店站,120.397856,22.504009,台灣高雄市林園區鳳林路一段92號,高雄市,林園區
中油永康加油站,120.254909,23.041786,台灣台南市永康區中正北路348號,台南市,永康區
臺中市東峰停車場站(多站),120.684813,24.122169,台灣台中市東區中興路二段419號,台中市,東區
宏佳騰中壢中山東店站(多站),121.248268,24.944236,台灣桃園市中壢區中山東路三段110號,桃園市,中壢區
台灣高鐵彰化站,120.573226,23.872778,台灣彰化縣田中鎮彰化縣田中鎮,彰化縣,田中鎮
中油頭份加油站,120.912481,24.691012,台灣苗栗縣頭份市忠孝一路220巷19號,苗栗縣,頭份市
全聯永靖中山店站,120.545954,23.916888,台灣彰化縣永靖鄉永社路291號,彰化縣,永靖鄉
北基朝陽加油站,121.311041,25.000529,台灣桃園市桃園區三民路二段236號,桃園市,桃園區
西歐台北士林加油站(多站),121.528397,25.095367,台灣台北市士林區中山北路五段576號,台北市,士林區
7-ELEVEN 精科店站(多站),120.611003,24.145256,台灣台中市南屯區嶺東路370巷3號,台中市,南屯區
高雄市養工處博愛三路50巷站(多站),120.304291,22.671846,台灣高雄市左營區博愛三路50號,高雄市,左營區
美廉社屏東新園店站,120.458931,22.490996,台灣屏東縣新園鄉南興路308號,屏東縣,新園鄉
全聯彰化育英店站,120.573937,23.969345,台灣彰化縣員林市育英路600號1樓,彰化縣,員林市
全家霧峰新六順店站(多站),120.703054,24.070718,台灣台中市霧峰區中108鄉道201號,台中市,霧峰區
中油南強加油站,121.3329,24.99303,台灣桃園市龜山區中和南路329號,桃園市,龜山區
7-ELEVEN 柏魁店站(多站),121.368056,25.024967,台灣桃園市龜山區振興路1021-1號,桃園市,龜山區
Gogoro 南屯大墩十四服務中心站,120.64548,24.15247,台灣台中市南屯區大墩十四街352號,台中市,南屯區
全家大港店站,121.521491,25.084798,104台灣台北市中山區北安路819 樓2 之1號,台北市,中山區
7-ELEVEN 和港店站,120.490086,24.131896,台灣彰化縣和美鎮頂好修里,彰化縣,和美鎮
台北捷運明德站(多站),121.519588,25.108937,台灣台北市北投區東華街一段54號,台北市,北投區
台亞麟洛交流道加油站,120.533452,22.643214,台灣屏東縣麟洛鄉中山路27號909,屏東縣,麟洛鄉
7-ELEVEN 新石岡店站,120.777115,24.274536,台灣台中市石岡區仁愛街73號,台中市,石岡區
高雄市養工處德民路站(多站),120.293848,22.721682,台灣高雄市楠梓區德民路731號,高雄市,楠梓區
台北捷運忠義站(多站),121.472615,25.130607,台灣台北市北投區中央北路四段331號號,台北市,北投區
7-ELEVEN 橫溪店站,121.398396,24.935507,台灣新北市三峽區溪北街109號,新北市,三峽區
全聯台中遊園店站,120.581171,24.174169,台灣台中市大肚區遊園路二段216號,台中市,大肚區
全聯關新西店站,121.019732,24.78951,台灣新竹市東區關東路171號,新竹市,東區
新北市交通公園站(多站),121.538003,24.976983,台灣新北市新店區民族路142號,新北市,新店區
7-ELEVEN 永在店站,120.654638,24.391794,台灣台中市大甲區黎明路2-12號,台中市,大甲區
7-ELEVEN 孔鳳店站,120.371697,22.579074,台灣高雄市小港區高鳳路332號,高雄市,小港區
中油世賢加油站,120.434056,23.460579,台灣嘉義市西區世賢路三段256號,嘉義市,西區
南投縣草屯鎮大成街停車場站(多站),120.688045,23.978026,台灣南投縣草屯鎮大成街80號,南投縣,草屯鎮
福懋燕巢加油站,120.349922,22.792407,台灣高雄市燕巢區安北路50號,高雄市,燕巢區
全聯朴子文化店站,120.241413,23.464506,台灣嘉義縣朴子市文化北路18號,嘉義縣,朴子市
延平北路5段臨時平面停車場站(多站),121.509935,25.078805,台灣台北市士林區延平北路五段1巷50號,台北市,士林區
中油瑞穗加油站,121.377251,23.493595,台灣花蓮縣瑞穗鄉中正南路一段105號,花蓮縣,瑞穗鄉
台糖萬泰加油站,120.484169,22.589878,台灣屏東縣萬丹鄉和平西路167號,屏東縣,萬丹鄉
桃園市建國一村停車場站(多站),121.324436,24.992034,台灣桃園市龜山區和平街71號,桃園市,龜山區
HiLife 中縣中航店站,120.60144,24.258345,台灣台中市沙鹿區中航路一段343-359號,台中市,沙鹿區
7-ELEVEN 鯤鯓店站,120.184152,22.959167,台灣台南市南區鯤鯓路20號,台南市,南區
7-ELEVEN 展穫店站,120.321497,22.879924,台灣高雄市阿蓮區中正路897號,高雄市,阿蓮區
中油大村加油站,120.550217,23.991739,台灣彰化縣大村鄉中正西路278號,彰化縣,大村鄉
中油草溪路加油站,120.67238,23.9586,台灣南投縣草屯鎮草溪路154之37號,南投縣,草屯鎮
中油大旺加油站,120.274137,22.969311,台灣台南市歸仁區中山路三段596號,台南市,歸仁區
全聯台中沙鹿店站,120.559117,24.239538,台灣台中市沙鹿區大同街119-2號,台中市,沙鹿區
Gogoro 永和樂華門市站(多站),121.514088,25.010279,台灣新北市永和區中山路一段7號,新北市,永和區
新北市清水社區公園站(多站),121.463261,24.984682,台灣新北市土城區清水路265號,新北市,土城區
臺北市公共運輸處大樓站,121.573623,25.031655,台灣台北市信義區信義路五段151巷150號,台北市,信義區
關聖里停車場站(多站),120.241078,22.985607,台灣台南市東區裕和二街262號號,台南市,東區
中油三仙台加油站,121.388368,23.114375,台灣台東縣成功鎮芝田路186之9號,台東縣,成功鎮
榮星花園地下停車場B1F站,121.538248,25.064194,台灣台北市中山區五常街40號,台北市,中山區
基隆東岸地下停車場B1F站,121.743701,25.130267,111台灣台北市士林區前港街39 樓5號,台北市,士林區
中油重陽路加油站,121.492899,25.071892,台灣新北市三重區104縣道148號,新北市,三重區
Gogoro 樹林三俊門市站,121.422564,25.014202,台灣新北市樹林區三俊街288號,新北市,樹林區
中油惠暘加油站,121.197925,24.974578,台灣桃園市中壢區中正路二段38號,桃園市,中壢區
814生鮮超市高雄大社店站(多站),120.343908,22.732159,台灣高雄市大社區中山路42-1號,高雄市,大社區
中油南寮加油站,120.927897,24.845864,台灣新竹市北區東大路四段304巷4號,新竹市,北區
臺鐵竹南車站(多站),120.880383,24.687066,台灣苗栗縣竹南鎮中山路170號,苗栗縣,竹南鎮
板橋第一體育場站(多站),121.467096,25.010119,台灣新北市板橋區海山路45號,新北市,板橋區
中油美得潭子加油站,120.702444,24.197028,台灣台中市潭子區中山路一段229號,台中市,潭子區
中油新樹加油站(多站),121.440719,25.033311,台灣新北市新莊區107縣道4號,新北市,新莊區
福懋新美加油站,120.529247,24.09573,台灣彰化縣和美鎮彰美路二段232號,彰化縣,和美鎮
臺北市萬華站前廣場站(多站),121.500275,25.033865,台灣台北市萬華區萬華,台北市,萬華區
蘭潭國小停14停車場站,120.472786,23.476024,台灣嘉義市東區雅竹路76號,嘉義市,東區
7-ELEVEN 期建店站,120.182161,22.988472,台灣台南市安平區建平路277號,台南市,安平區
Gogoro 桃園三民服務中心站,121.307576,24.983339,台灣桃園市桃園區台4線595號,桃園市,桃園區
中油竹山延平加油站,120.709679,23.77542,台灣南投縣竹山鎮集山路二段877號,南投縣,竹山鎮
山隆大里加油站(多站),120.684547,24.096565,台灣台中市大里區國光路一段69號,台中市,大里區
全家基隆中山店站,121.740529,25.13812,台灣基隆市中山區中山二路42號,基隆市,中山區
HiLife 高市神農店站(多站),120.391815,22.649519,台灣高雄市鳥松區高61鄉道66號,高雄市,鳥松區
中油好客加油站,121.07378,24.775366,台灣新竹縣芎林鄉富林路三段360號,新竹縣,芎林鄉
全家新竹金湖店站(多站),120.967357,24.78286,台灣新竹市東區明湖路399號,新竹市,東區
美廉社新竹崧嶺店站,120.95563,24.79521,台灣新竹市北區崧嶺路38號地下一層號,新竹市,北區
7-ELEVEN 金倫店站,120.963694,22.531401,台灣台東縣太麻里鄉金崙路262號,台東縣,太麻里鄉
7-ELEVEN 明城店站,120.32192,23.855759,台灣彰化縣大城鄉北平路76號,彰化縣,大城鄉
全聯豐原田心店站,120.72107,24.239562,台灣台中市豐原區田心路二段182號,台中市,豐原區
統冠超市慶豐店站(多站),121.569924,23.978401,台灣花蓮縣吉安鄉中山路三段336號,花蓮縣,吉安鄉
福懋中壢加油站,121.196617,24.975352,台灣桃園市中壢區中正路二段139號,桃園市,中壢區
Gogoro 北屯文心服務中心站,120.695002,24.171176,台灣台中市北屯區文心路四段953號,台中市,北屯區
新北市永和仁愛公園站(仁愛路側)C,121.506813,25.00996,台灣新北市永和區永貞路441號,新北市,永和區
順發3C潮州店站,120.540136,22.557923,台灣屏東縣潮州鎮延平路265號,屏東縣,潮州鎮
台糖大林加油站,120.459967,23.59673,台灣嘉義縣大林鎮民生路68號,嘉義縣,大林鎮
全聯台中龍門店站(多站),120.633922,24.162358,台灣台中市西屯區黎明路二段866號,台中市,西屯區
全家台南仁德仁紡店站(多站),120.253367,22.963297,台灣台南市仁德區中正路二段805號,台南市,仁德區
中油官田加油站,120.337432,23.179906,台灣台南市官田區八田路一段3號,台南市,官田區
7-ELEVEN 和全店站(多站),120.505733,24.114082,508台灣彰化縣和美鎮忠全路7號 號,彰化縣,和美鎮
全聯淡水中山店站(多站),121.444488,25.184408,台灣新北市淡水區中山北路二段102號,新北市,淡水區
中油板和加油站,121.480797,25.009746,台灣新北市中和區中正路686號,新北市,中和區
PGO 高雄明誠店站,120.314311,22.659934,台灣高雄市三民區明誠二路48-1號,高雄市,三民區
新北市老街第二停車場站,121.343251,24.949498,台灣新北市鶯歌區尖山埔路292號,新北市,鶯歌區
PGO 中壢元化店站,121.220304,24.962742,台灣桃園市中壢區元化路二段86號,桃園市,中壢區
台南市北區北成路38巷停車場站(多站),120.210561,23.018856,台灣台南市北區北成路46號,台南市,北區
全聯平鎮中豐店站,121.210527,24.910752,台灣桃園市平鎮區中豐路南勢二段326號,桃園市,平鎮區
高雄市養工處民族二路站(多站),120.3133,22.63463,台灣高雄市新興區同心路20號,高雄市,新興區
臺鐵臺北貨運所基隆車站,121.737896,25.131071,台灣基隆市中山區中山陸橋基隆中山陸橋,基隆市,中山區
宏佳騰台南東區店站(多站),120.229819,22.981652,台灣台南市東區中華東路二段337號,台南市,東區
台南市友愛街立體機車停車場站(多站),120.205876,22.991001,台灣台南市中西區友愛街7號,台南市,中西區
Gogoro 左營自由四服務中心站,120.317981,22.68667,台灣高雄市左營區自由四路433號,高雄市,左營區
車之輪嘉西門市站,120.42866,23.48066,台灣嘉義市西區北港路303號,嘉義市,西區
全聯長治潭頭店站,120.525335,22.675655,台灣屏東縣長治鄉潭頭路84號,屏東縣,長治鄉
臺中市文心路辦公園區站(多站),120.648401,24.160122,台灣台中市西屯區大墩十九街210號,台中市,西屯區
中油日清加油站,121.06432,24.78783,台灣新竹縣竹北市東興路二段896號,新竹縣,竹北市
Gogoro 桃園服務中心站,121.318503,24.990961,台灣桃園市桃園區台1甲線20號,桃園市,桃園區
全聯頭份中央店站,120.891643,24.694585,台灣苗栗縣頭份市中央路706號,苗栗縣,頭份市
桃園市上海停車場站,121.207039,24.913552,台灣桃園市平鎮區平鎮分局(中庸路),桃園市,平鎮區
全聯清水中興店站(多站),120.574976,24.271924,台灣台中市清水區中興街57號,台中市,清水區
Gogoro 中壢環西門市店站,121.207197,24.95936,台灣桃園市中壢區環西路64號,桃園市,中壢區
全聯新屋中山店站,121.101065,24.973058,台灣桃園市新屋區中山路409號,桃園市,新屋區
奇美醫院第五停車場站(多站),120.21744,23.019766,台灣台南市北區甲頂路220號,台南市,北區
新市法庭停車場站(多站),120.290036,23.07332,台灣台南市新市區信義街15-2號,台南市,區
中油勝中加油站,120.544489,24.02102,台灣彰化縣花壇鄉中山路一段311號,彰化縣,花壇鄉
中油坤業加油站,121.362999,25.001212,台灣桃園市龜山區廷美街34號,桃園市,龜山區
府前停18停車場站,120.18903,22.992178,台灣台南市中西區府前路二段312號,台南市,中西區
7-ELEVEN 見晴園店站(多站),121.158163,24.041202,台灣南投縣仁愛鄉見晴山莊,南投縣,仁愛鄉
東橋八街停車場站(多站),120.234118,23.020649,台灣台南市永康區東橋三路137號,台南市,永康區
新北市養工處淡水濱海路站(多站),121.444336,25.188901,台灣新北市淡水區淡水行政中心,新北市,淡水區
中油光明加油站,120.479941,24.001521,台灣彰化縣埔鹽鄉彰水路二段174號,彰化縣,埔鹽鄉
全聯南投學藝店站,120.688614,23.950059,台灣南投縣南投市學藝路27號,南投縣,南投市
新北市環河公園停車場站,121.450602,25.016546,台灣新北市板橋區南雅西路二段301巷41弄環河公園,新北市,板橋區
中油清水加油站,120.578493,24.277794,台灣台中市清水區中山路507-18號,台中市,清水區
新北市智興立體停車場站(多站),121.657203,25.064074,台灣新北市汐止區忠孝東路1-2號,新北市,汐止區
7-ELEVEN 港區店站,120.529627,24.253208,台灣台中市梧棲區文化路二段55號,台中市,梧棲區
全聯彰化伸港店站,120.48681,24.149015,台灣彰化縣伸港鄉新港路311號,彰化縣,伸港鄉
中油台糖建軍加油站,120.360871,22.598052,台灣高雄市鳳山區鳳頂路602號,高雄市,鳳山區
桃園市大溪區農會站,121.328708,24.831901,台灣桃園市大溪區復興路二段700號,桃園市,大溪區
全家仁愛賽德克店站,121.086942,24.003633,台灣南投縣仁愛鄉中正路87號,南投縣,仁愛鄉
Gogoro 三民鼎強服務中心站,120.320709,22.665479,台灣高雄市三民區鼎強街95-1號,高雄市,三民區
全聯神岡五權店站,120.713099,24.258702,台灣台中市神岡區五權路1號,台中市,神岡區
全聯桃園大業店站(多站),121.310998,25.017193,台灣桃園市桃園區大業路二段51號,桃園市,桃園區
全聯蘆竹南竹店站,121.283554,25.039077,台灣桃園市蘆竹區南竹路二段155-3號,桃園市,蘆竹區
新北市台65橋下站,121.442049,25.04497,台灣新北市泰山區信華六街25號,新北市,泰山區
台灣聯通大順場站(多站),120.327191,22.640504,台灣高雄市三民區大順二路41號,高雄市,三民區
全家台中萬代福店站(多站),120.679971,24.146474,台灣台中市中區公園路42號,台中市,中區
全聯台中豐樂店站,120.6432,24.133502,台灣台中市南屯區文心南三路690號,台中市,南屯區
HiLife 桃縣桃楚店站,121.258219,25.105567,台灣桃園市蘆竹區海山路二段262號,桃園市,蘆竹區
7-ELEVEN 鹽新店站,120.273603,23.310781,台灣台南市鹽水區忠孝路93號,台南市,鹽水區
中石化大社廠壘球場站(多站),120.32367,22.733716,台灣高雄市楠梓區惠正街183號,高雄市,楠梓區
光華數位新天地站(多站),121.53169,25.045537,台灣台北市中正區光華商場,台北市,中正區
中油武陵加油站,121.284829,24.988293,台灣桃園市桃園區中山路1018號,桃園市,桃園區
中油美得新城加油站,121.608803,24.022508,台灣花蓮縣新城鄉嘉里路206號,花蓮縣,新城鄉
全聯平鎮上海店站(多站),121.2062,24.916094,台灣桃園市平鎮區南京路201號,桃園市,平鎮區
中油沿海加油站,120.162944,23.610233,台灣雲林縣口湖鄉中山路2號,雲林縣,口湖鄉
台亞仁武加油站(多站),120.340417,22.709696,台灣高雄市仁武區183縣道308號,高雄市,仁武區
台糖大進加油站,121.417794,23.653372,台灣花蓮縣光復鄉中山路一段232號,花蓮縣,光復鄉
全家平鎮富民店站,121.203087,24.952979,台灣桃園市平鎮區324,桃園市,平鎮區
臺中市建國公有零售市場站(多站),120.693383,24.133968,401台灣台中市東區建成路500號3 樓,台中市,東區
車太炫自助洗車宜蘭嵐峰店站(多站),121.753972,24.74245,台灣宜蘭縣宜蘭市嵐峰路一段87號,宜蘭縣,宜蘭市
中油新生北路加油站,121.527967,25.056599,台灣台北市中山區新生北路二段73號,台北市,中山區
7-ELEVEN 豐收店站(多站),120.461412,23.562027,台灣嘉義縣民雄鄉大學路二段291號621,嘉義縣,民雄鄉
中油東河加油站,121.299926,22.966054,台灣台東縣東河鄉46,台東縣,東河鄉
台中 JMall 商場站(多站),120.616256,24.182875,台灣台中市西屯區台灣大道四段990號,台中市,西屯區
Gogoro 高雄岡山店站,120.296495,22.789816,台灣高雄市岡山區岡山路162號,高雄市,岡山區
大鳥摩哆站,120.623109,24.173656,台灣台中市西屯區朝馬路203-6號,台中市,西屯區
中油蘆洲加油站,121.473597,25.085095,台灣新北市蘆洲區三民路97號,新北市,蘆洲區
新北市淺水灣海濱公園站,121.47138,25.252216,台灣新北市三芝區北勢子42-11號,新北市,三芝區
Gogoro 仁武仁雄門市站,120.350645,22.680604,台灣高雄市仁武區仁雄澄合街口,高雄市,仁武區
全家八德櫻花店站,121.319223,24.949073,台灣桃園市八德區長安街375號,桃園市,八德區
璨揚企業站,120.154156,23.041927,台灣台南市安南區台南市安南區工業一路18號,台南市,安南區
7-ELEVEN 和緯店站,120.206329,23.012312,台灣台南市北區和緯路二段252號,台南市,北區
中油勝美加油站,120.50822,24.04635,台灣彰化縣秀水鄉彰水路一段489號,彰化縣,秀水鄉
Gogoro 西屯福星北服務中心站,120.644594,24.183963,台灣台中市西屯區漢翔公司(星享道),台中市,西屯區
7-ELEVEN 觀成店站,121.124185,25.054788,台灣桃園市觀音區成功路一段557號,桃園市,觀音區
臺中市政府衛生局站(多站),120.714238,24.248109,台灣台中市豐原區中興路125號,台中市,豐原區
竹光國民運動中心站(多站),120.95331,24.807285,台灣新竹市北區竹光路335號,新竹市,北區
Gogoro 台南大灣門市站,120.253906,22.999351,台灣台南市永康區180縣道984號,台南市,永康區
中油全鋒台茂加油站,121.27521,25.070848,台灣桃園市蘆竹區長興路三段256-1號,桃園市,蘆竹區
全聯鳳山經武店站,120.364188,22.64036,台灣高雄市鳳山區文龍東路369號,高雄市,鳳山區
台北捷運迴龍站(多站),121.410962,25.021181,台灣新北市新莊區中正路913號,新北市,新莊區
中油五分埔加油站,121.095922,24.821191,台灣新竹縣新埔鎮新關路五埔段938號,新竹縣,新埔鎮
Gogoro 泰山明志門市站,121.425077,25.041777,台灣新北市泰山區107縣道81號,新北市,泰山區
Gogoro 屏東和平服務中心站,120.477538,22.679856,台灣屏東縣屏東市和平路459號,屏東縣,屏東市
中油四海加油站(多站),121.621383,25.055113,台灣新北市汐止區大同路一段1號,新北市,汐止區
全聯嘉義吳鳳店站,120.457221,23.461048,台灣嘉義市東區吳鳳南路529、531號,嘉義市,東區
臺北市新生公園停車場站(多站),121.53104,25.068626,台灣台北市中山區新生高架道路新生公園,台北市,中山區
中油永交加油站,120.2476,23.042525,台灣台南市永康區中正北路319號,台南市,永康區
宏佳騰北屯中清店站(多站),120.662931,24.187878,台灣台中市北屯區中清路108-18號,台中市,北屯區
7-ELEVEN 逢喜店站,120.640748,24.176012,台灣台中市西屯區逢甲路247號,台中市,西屯區
HiLife 中縣中神店站(多站),120.655581,24.258931,台灣台中市神岡區三民路23號,台中市,神岡區
中油來來加油站,120.876316,24.660727,台灣苗栗縣竹南鎮公館里,苗栗縣,竹南鎮
全家大里河堤店站,120.69709,24.100778,台灣台中市大里區立中街9號,台中市,大里區
HiLife 新竹竹亮店站,120.979972,24.803544,台灣新竹市東區光復路二段962號八樓之2號,新竹市,東區
Gogoro 永康中華店站,120.235307,23.003071,台灣台南市永康區中華路138之1號,台南市,永康區
中油百祥加油站,120.926565,24.787022,台灣新竹市香山區中華路五段99之2號,新竹市,香山區
中油福雅加油站,120.628877,24.2053,台灣台中市西屯區福雅路693號,台中市,西屯區
臺北市公有成德市場站(多站),121.586801,25.046212,台灣台北市南港區東新街76號,台北市,南港區
第一銀行中山分行站,121.52322,25.056055,台灣台北市中山區中山北路二段59巷3弄7號,台北市,中山區
TOYOTA 蘇澳保修站,121.832801,24.623626,台灣宜蘭縣蘇澳鎮馬賽路177號,宜蘭縣,蘇澳鎮
中油學甲中正路加油站,120.189412,23.244193,台灣台南市學甲區中正路645號,台南市,學甲區
HiLife 北縣飛和店站,121.483745,25.011849,台灣新北市中和區永和路341號,新北市,中和區
7-ELEVEN 伸濱店站,120.486921,24.151623,台灣彰化縣伸港鄉新港路425號,彰化縣,伸港鄉
中油建興加油站,120.615771,24.412217,台灣台中市大甲區臨江路162之10號,台中市,大甲區
臺中市廣停130停車場站(多站),120.630032,24.159916,台灣台中市西屯區龍富路五段396號,台中市,西屯區
第一銀行草屯分行站,120.684366,23.976607,台灣南投縣草屯鎮和興三街11號,南投縣,草屯鎮
Gogoro 天母忠誠門市站,121.528455,25.104879,111台灣台北市士林區忠誠路一段101 樓5號,台北市,士林區
南科創新一館停車場B1F站,120.284606,23.098369,台灣台南市新市區南科三路3號,台南市,區
中油獅潭加油站,120.924426,24.546979,台灣苗栗縣獅潭鄉9-1,苗栗縣,獅潭鄉
Gogoro 豐原中正門市店站,120.721911,24.253142,台灣台中市豐原區中正路38號,台中市,豐原區
HiLife 豐原三和店站,120.704364,24.231719,台灣台中市豐原區三和路349巷2號,台中市,豐原區
中油正洋加油站,121.61276,24.997894,台灣新北市深坑區文山路三段15號,新北市,深坑區
新竹市中正路226巷路邊停車場站(多站),120.96552,24.8108,台灣新竹市北區中正路224號,新竹市,北區
7-ELEVEN 彰德店站,120.589611,24.082698,台灣彰化縣彰化市彰南路二段510號,彰化縣,彰化市
全家楊梅金山店站(多站),121.16225,24.912707,台灣桃園市楊梅區新農街606號,桃園市,楊梅區
宜蘭礁溪轉運站(多站),121.777652,24.830736,台灣宜蘭縣礁溪鄉礁溪路六段17號,宜蘭縣,礁溪鄉
金華屋婚宴會館站(多站),120.682312,24.183726,台灣台中市北屯區梅川東路五段340號,台中市,北屯區
高雄市仁武區農會大灣分部站(多站),120.341567,22.676891,台灣高雄市仁武區仁雄路100號,高雄市,仁武區
正一五金行更生店站(多站),121.144105,22.761046,950台灣台東縣台東市更生路299之2號1 樓,台東縣,台東市
中油廣源加油站,121.076837,24.770682,台灣新竹縣芎林鄉富林路三段147號,新竹縣,芎林鄉
新北市中正南路橋下停車場站,121.49314,25.060765,台灣新北市三重區重新路三段90號,新北市,三重區
WO Hotel 窩飯店站(多站),120.288832,22.630958,台灣高雄市前金區七賢二路392號,高雄市,前金區
明新科技大學站(多站),120.990379,24.864654,台灣新竹縣新豐鄉明新街24號,新竹縣,新豐鄉
中油陞泰加油站,120.709507,23.832968,台灣南投縣名間鄉員集路40之36號,南投縣,名間鄉
?亭停車場義華站,120.342716,22.642395,台灣高雄市三民區義忠街37號,高雄市,三民區
宏佳騰汐止康寧店站,121.627349,25.06742,台灣新北市汐止區金龍國小(康寧街),新北市,汐止區
中油九如東寧加油站,120.488893,22.720075,台灣屏東縣九如鄉九如路一段16號,屏東縣,九如鄉
迪卡儂台中北屯店站,120.660152,24.19108,台灣台中市北屯區中清路二段1075號,台中市,北屯區
統冠超市太昌店站(多站),121.574743,23.991339,台灣花蓮縣吉安鄉吉安路一段44號,花蓮縣,吉安鄉
愛買豐原店站(多站),120.734851,24.255753,台灣台中市豐原區水源路420號,台中市,豐原區
7-ELEVEN 姐妹店站(多站),121.55005,23.953448,台灣花蓮縣吉安鄉吉安路五段262之1號,花蓮縣,吉安鄉
Gogoro 五甲服務中心站,120.32698,22.592382,台灣高雄市鳳山區五甲三路57號,高雄市,鳳山區
中油縱貫永大加油站,120.257614,22.988174,台灣台南市仁德區中正路三段583號,台南市,仁德區
中油康寧加油站,121.608415,25.071809,台灣台北市內湖區康寧路三段30號,台北市,內湖區
中油大灣加油站,120.248888,22.998413,台灣台南市永康區復興路69號,台南市,永康區
福懋歸仁加油站,120.308245,22.963787,台灣台南市歸仁區中山路一段117之1號,台南市,歸仁區
臺南市北區公園路停車場站(多站),120.20966,23.00275,台灣台南市北區公園路293-1號,台南市,北區
中油國聖加油站,120.569661,24.094802,台灣彰化縣彰化市中山路三段708號,彰化縣,彰化市
新北市碧華國民小學地下停車場B1F站,121.48914,25.084437,台灣新北市三重區碧華街294巷13號對面號,新北市,三重區
7-ELEVEN 德緯店站,120.203629,23.014208,台灣台南市北區文成一路158號,台南市,北區
臺北市民權公園站(多站),121.558338,25.062066,台灣台北市松山區民權東路四段199號,台北市,松山區
千葉火鍋大昌店站(多站),120.331612,22.645641,台灣高雄市三民區大豐二路２４５巷12號,高雄市,三民區
全聯宜蘭健康店站(多站),121.751398,24.747998,台灣宜蘭縣宜蘭市健康路二段76號,宜蘭縣,宜蘭市
814生鮮超市枋寮店站,120.594594,22.367153,台灣屏東縣枋寮鄉中山路224號,屏東縣,枋寮鄉
Gogoro 三重成功門市站(多站),121.48764,25.05184,台灣新北市三重區成功路121號,新北市,三重區
7-ELEVEN 濱海店站,121.243208,25.104733,台灣桃園市大園區竹圍街45號,桃園市,大園區
eReady 台中旗艦店站(多站),120.692405,24.161347,台灣台中市北區北屯路22-5號,台中市,北區
全聯屏東林森店站,120.494274,22.668561,台灣屏東縣屏東市自由路163、165號,屏東縣,屏東市
全聯小港店北店站(多站),120.351212,22.562672,台灣高雄市小港區店中路159號,高雄市,小港區
中油台糖成功加油站,120.305109,22.596899,台灣高雄市前鎮區成功二路2-2號,高雄市,前鎮區
康是美鳳揚藥局店站(多站),120.35063,22.64083,台灣高雄市鳳山區文衡路379號,高雄市,鳳山區
宜家家居南屯店站,120.642856,24.147611,台灣台中市南屯區向上路二段198號,台中市,南屯區
家樂福便利購桃園文化七店站(多站),121.366802,25.051801,台灣桃園市龜山區文化七路173號,桃園市,龜山區
楓康超市青海店站,120.636411,24.176111,台灣台中市西屯區青海路二段520號,台中市,西屯區
全聯新莊龍安店站,121.413277,25.020932,台灣新北市新莊區中正路893巷2之1號,新北市,新莊區
中油八德路加油站,121.723453,25.104102,台灣基隆市七堵區八德路2-15號,基隆市,七堵區
全聯大園和平店站,121.200064,25.061972,台灣桃園市大園區和平東路65號,桃園市,大園區
車太炫自助洗車竹北嘉興店站,121.033282,24.823609,台灣新竹縣竹北市嘉興路507號,新竹縣,竹北市
佳里國小廣停二停車場站,120.172299,23.163047,台灣台南市佳里區文化路355號,台南市,佳里區
中油東大加油站,120.601056,24.182703,台灣台中市西屯區台灣大道四段1832號,台中市,西屯區
台亞龍潭交流道加油站,121.220292,24.85517,台灣桃園市龍潭區中正路605號,桃園市,龍潭區
西歐新竹中華加油站(多站),120.981899,24.808151,台灣新竹市東區中華路二段67號,新竹市,東區
摩斯漢堡格致店站(多站),121.546446,25.137979,台灣台北市士林區格致路59號,台北市,士林區
新北市石碇區公所站,121.658121,24.991437,台灣新北市石碇區碇坪路一段82號,新北市,石碇區
桃園市楊梅埔心車站後站停車場站,121.182955,24.919665,台灣桃園市楊梅區埔心車站,桃園市,楊梅區
全聯屏東南州店站,120.511703,22.489626,台灣屏東縣南州鄉人和路1-2號,屏東縣,南州鄉
全聯南投集集店站,120.79372,23.82785,台灣南投縣集集鎮民生路9號,南投縣,集集鎮
全聯竹山集山店站,120.700597,23.763265,台灣南投縣竹山鎮集山路三段245號,南投縣,竹山鎮
新北市永和國光路站(多站),121.51958,25.008443,台灣新北市永和區國光路8號,新北市,永和區
